Mach,CD Power-On
13.96,0.736894033
13.97,0.73687655
13.98,0.736858992
13.99,0.736841562
14,0.736824157
14.01,0.736806779
14.02,0.736789327
14.03,0.736771901
14.04,0.736754701
14.05,0.736737328
14.06,0.73672008
14.07,0.736702859
14.08,0.736685663
14.09,0.736668493
14.1,0.736651449
14.11,0.73663423
14.12,0.736617238
14.13,0.73660017
14.14,0.736583228
14.15,0.736566211
14.16,0.736549221
14.17,0.736532254
14.18,0.736515414
14.19,0.736498598
14.2,0.736481708
14.21,0.736464942
14.22,0.736448202
14.23,0.736431385
14.24,0.736414695
14.25,0.736398028
14.26,0.736381387
14.27,0.73636477
14.28,0.736348178
14.29,0.736331611
14.3,0.736315068
14.31,0.736298448
14.32,0.736282054
14.33,0.736265584
14.34,0.736249238
14.35,0.736232716
14.36,0.736216417
14.37,0.736200044
14.38,0.736183795
14.39,0.736167468
14.4,0.736151167
14.41,0.736134988
14.42,0.736118833
14.43,0.736102702
14.44,0.736086495
14.45,0.736070411
14.46,0.736054351
14.47,0.736038315
14.48,0.736022201
14.49,0.736006311
14.5,0.735990244
14.51,0.7359743
14.52,0.735958379
14.53,0.735942482
14.54,0.735926608
14.55,0.735910856
14.56,0.735895028
14.57,0.735879222
14.58,0.735863539
14.59,0.735847778
14.6,0.735832042
14.61,0.735816426
14.62,0.735800734
14.63,0.735785165
14.64,0.735769517
14.65,0.735753892
14.66,0.73573839
14.67,0.735722909
14.68,0.735707451
14.69,0.735691916
14.7,0.735676503
14.71,0.73566111
14.72,0.735645741
14.73,0.735630394
14.74,0.735615068
14.75,0.735599764
14.76,0.735584482
14.77,0.735569222
14.78,0.735553983
14.79,0.735538767
14.8,0.735523571
14.81,0.735508498
14.82,0.735493345
14.83,0.735478215
14.84,0.735463206
14.85,0.735448117
14.86,0.735433151
14.87,0.735418106
14.88,0.73540318
14.89,0.735388178
14.9,0.735373296
14.91,0.735358434
14.92,0.735343594
14.93,0.735328675
14.94,0.735313877
14.95,0.7352991
14.96,0.735284343
14.97,0.735269607
14.98,0.735254792
14.99,0.735240097
15,0.735225423
15.01,0.735210769
15.02,0.735196136
15.03,0.735181524
15.04,0.735167032
15.05,0.735152459
15.06,0.735137908
15.07,0.735123377
15.08,0.735108965
15.09,0.735094475
15.1,0.735080103
15.11,0.735065653
15.12,0.735051222
15.13,0.735036911
15.14,0.73502252
15.15,0.735008248
15.16,0.734993998
15.17,0.734979666
15.18,0.734965454
15.19,0.734951261
15.2,0.734937089
15.21,0.734922936
15.22,0.734908703
15.23,0.734894588
15.24,0.734880493
15.25,0.73486642
15.26,0.734852362
15.27,0.734838326
15.28,0.734824309
15.29,0.734810311
15.3,0.734796432
15.31,0.734782372
15.32,0.734768532
15.33,0.73475461
15.34,0.734740708
15.35,0.734726924
15.36,0.734713058
15.37,0.734699212
15.38,0.734685486
15.39,0.734671676
15.4,0.734657987
15.41,0.734644215
15.42,0.734630563
15.43,0.734616929
15.44,0.734603214
15.45,0.734589517
15.46,0.734575939
15.47,0.734562379
15.48,0.734548837
15.49,0.734535314
15.5,0.734521809
15.51,0.734508322
15.52,0.734494854
15.53,0.734481404
15.54,0.734467972
15.55,0.734454457
15.56,0.734441161
15.57,0.734427783
15.58,0.734414422
15.59,0.734401081
15.6,0.734387755
15.61,0.734374449
15.62,0.73436126
15.63,0.73434799
15.64,0.734334736
15.65,0.7343216
15.66,0.734308382
15.67,0.734295281
15.68,0.734282099
15.69,0.734268934
15.7,0.734255885
15.71,0.734242855
15.72,0.734229742
15.73,0.734216745
15.74,0.734203667
15.75,0.734190705
15.76,0.734177762
15.77,0.734164835
15.78,0.734151924
15.79,0.734138932
15.8,0.734126056
15.81,0.734113198
15.82,0.734100356
15.83,0.734087532
15.84,0.734074724
15.85,0.734061933
15.86,0.734049159
15.87,0.734036401
15.88,0.734023661
15.89,0.734010937
15.9,0.733998231
15.91,0.73398564
15.92,0.733972966
15.93,0.733960309
15.94,0.733947668
15.95,0.733935143
15.96,0.733922536
15.97,0.733910045
15.98,0.73389747
15.99,0.733884911
16,0.733872468
16.01,0.733860042
16.02,0.733847533
16.03,0.733835139
16.04,0.733822662
16.05,0.7338103
16.06,0.733797955
16.07,0.733785626
16.08,0.733773212
16.09,0.733760915
16.1,0.733748634
16.11,0.733736369
16.12,0.733724119
16.13,0.733711786
16.14,0.733699567
16.15,0.733687365
16.16,0.733675179
16.17,0.733663008
16.18,0.733650853
16.19,0.733638714
16.2,0.733626591
16.21,0.733614582
16.22,0.733602489
16.23,0.733590412
16.24,0.73357835
16.25,0.733566404
16.26,0.733554372
16.27,0.733542358
16.28,0.733530357
16.29,0.733518472
16.3,0.733506502
16.31,0.733494648
16.32,0.733482708
16.33,0.733470884
16.34,0.733458975
16.35,0.733447181
16.36,0.733435303
16.37,0.733423538
16.38,0.733411689
16.39,0.733399956
16.4,0.733388236
16.41,0.733376432
16.42,0.733364743
16.43,0.733353068
16.44,0.733341408
16.45,0.733329764
16.46,0.733318134
16.47,0.733306417
16.48,0.733294817
16.49,0.733283331
16.5,0.733271758
16.51,0.733260101
16.52,0.733248559
16.53,0.733237131
16.54,0.733225617
16.55,0.733214119
16.56,0.733202634
16.57,0.733191163
16.58,0.733179707
16.59,0.733168365
16.6,0.733156938
16.61,0.733145524
16.62,0.733134126
16.63,0.73312284
16.64,0.73311147
16.65,0.733100114
16.66,0.733088871
16.67,0.733077543
16.68,0.733066328
16.69,0.733055028
16.7,0.733043842
16.71,0.733032569
16.72,0.733021411
16.73,0.733010266
16.74,0.732999036
16.75,0.732987918
16.76,0.732976815
16.77,0.732965626
16.78,0.73295455
16.79,0.732943487
16.8,0.732932339
16.81,0.732921306
16.82,0.732910284
16.83,0.732899277
16.84,0.732888283
16.85,0.732877302
16.86,0.732866336
16.87,0.732855382
16.88,0.732844442
16.89,0.732833516
16.9,0.732822603
16.91,0.732811704
16.92,0.732800817
16.93,0.732789944
16.94,0.732779084
16.95,0.732768237
16.96,0.732757504
16.97,0.732746684
16.98,0.732735877
16.99,0.732725083
17,0.732714402
17.01,0.732703634
17.02,0.732692979
17.03,0.732682238
17.04,0.732671508
17.05,0.732660894
17.06,0.73265019
17.07,0.732639601
17.08,0.732628923
17.09,0.732618359
17.1,0.732607808
17.11,0.73259717
17.12,0.732586644
17.13,0.732576031
17.14,0.732565531
17.15,0.732555044
17.16,0.732544569
17.17,0.732534006
17.18,0.732523557
17.19,0.73251312
17.2,0.732502696
17.21,0.732492184
17.22,0.732481784
17.23,0.732471397
17.24,0.732461022
17.25,0.732450661
17.26,0.732440311
17.27,0.732429974
17.28,0.732419649
17.29,0.732409336
17.3,0.732399036
17.31,0.732388748
17.32,0.732378472
17.33,0.732368209
17.34,0.732357958
17.35,0.732347818
17.36,0.732337592
17.37,0.732327376
17.38,0.732317174
17.39,0.732307084
17.4,0.732296905
17.41,0.732286738
17.42,0.732276584
17.43,0.732266541
17.44,0.73225641
17.45,0.732246391
17.46,0.732236286
17.47,0.73222619
17.48,0.732216207
17.49,0.732206136
17.5,0.732196177
17.51,0.732186128
17.52,0.732176192
17.53,0.732166269
17.54,0.732156256
17.55,0.732146355
17.56,0.732136366
17.57,0.732126489
17.58,0.732116624
17.59,0.732106769
17.6,0.732096926
17.61,0.732086994
17.62,0.732077175
17.63,0.732067367
17.64,0.73205757
17.65,0.732047785
17.66,0.732037912
17.67,0.732028148
17.68,0.732018398
17.69,0.732008658
17.7,0.73199893
17.71,0.731989213
17.72,0.731979507
17.73,0.731969812
17.74,0.731960129
17.75,0.731950457
17.76,0.731940796
17.77,0.731931146
17.78,0.731921608
17.79,0.731911981
17.8,0.731902365
17.81,0.731892759
17.82,0.731883165
17.83,0.731873681
17.84,0.731864109
17.85,0.731854548
17.86,0.731845099
17.87,0.731835559
17.88,0.73182613
17.89,0.731816614
17.9,0.731807107
17.91,0.731797711
17.92,0.731788227
17.93,0.731778853
17.94,0.73176939
17.95,0.731759937
17.96,0.731750596
17.97,0.731741265
17.98,0.731731844
17.99,0.731722535
18,0.731713136
18.01,0.731703848
18.02,0.731694569
18.03,0.731685303
18.04,0.731675946
18.05,0.731666701
18.06,0.731657465
18.07,0.73164824
18.08,0.731638926
18.09,0.731629722
18.1,0.731620529
18.11,0.731611346
18.12,0.731602173
18.13,0.731593011
18.14,0.73158376
18.15,0.731574618
18.16,0.731565487
18.17,0.731556367
18.18,0.731547256
18.19,0.731538156
18.2,0.731529066
18.21,0.731519986
18.22,0.731510916
18.23,0.731501857
18.24,0.731492808
18.25,0.731483769
18.26,0.73147484
18.27,0.731465821
18.28,0.731456812
18.29,0.731447814
18.3,0.731438926
18.31,0.731429947
18.32,0.731420978
18.33,0.73141202
18.34,0.731403171
18.35,0.731394232
18.36,0.731385303
18.37,0.731376485
18.38,0.731367576
18.39,0.731358777
18.4,0.731349888
18.41,0.731341108
18.42,0.731332139
18.43,0.731323379
18.44,0.731314629
18.45,0.731305789
18.46,0.731297059
18.47,0.731288238
18.48,0.731279527
18.49,0.731270826
18.5,0.731262034
18.51,0.731253352
18.52,0.731244579
18.53,0.731235917
18.54,0.731227263
18.55,0.73121862
18.56,0.731209986
18.57,0.731201261
18.58,0.731192646
18.59,0.731184041
18.6,0.731175345
18.61,0.731166758
18.62,0.731158181
18.63,0.731149613
18.64,0.731141055
18.65,0.731132506
18.66,0.731123866
18.67,0.731115336
18.68,0.731106815
18.69,0.731098403
18.7,0.731089901
18.71,0.731081308
18.72,0.731072824
18.73,0.731064351
18.74,0.731055985
18.75,0.731047529
18.76,0.731039081
18.77,0.731030643
18.78,0.731022215
18.79,0.731013796
18.8,0.731005485
18.81,0.730996984
18.82,0.730988692
18.83,0.730980309
18.84,0.730971934
18.85,0.73096367
18.86,0.730955315
18.87,0.730946967
18.88,0.730938629
18.89,0.7309304
18.9,0.730922081
18.91,0.730913769
18.92,0.730905566
18.93,0.730897273
18.94,0.730889089
18.95,0.730880813
18.96,0.730872647
18.97,0.730864388
18.98,0.730856239
18.99,0.730848
19,0.730839768
19.01,0.730831645
19.02,0.730823531
19.03,0.730815325
19.04,0.730807229
19.05,0.730799042
19.06,0.730790962
19.07,0.730782891
19.08,0.73077473
19.09,0.730766677
19.1,0.730758531
19.11,0.730750495
19.12,0.730742468
19.13,0.73073445
19.14,0.730726439
19.15,0.730718337
19.16,0.730710344
19.17,0.730702359
19.18,0.730694383
19.19,0.730686415
19.2,0.730678455
19.21,0.730670504
19.22,0.730662562
19.23,0.730654628
19.24,0.730646603
19.25,0.730638685
19.26,0.730630776
19.27,0.730622876
19.28,0.730614983
19.29,0.730607099
19.3,0.730599223
19.31,0.730591356
19.32,0.730583597
19.33,0.730575746
19.34,0.730567903
19.35,0.730560069
19.36,0.730552243
19.37,0.730544424
19.38,0.730536615
19.39,0.730528813
19.4,0.730521119
19.41,0.730513334
19.42,0.730505556
19.43,0.730497787
19.44,0.730490026
19.45,0.730482373
19.46,0.730474628
19.47,0.730466992
19.48,0.730459262
19.49,0.730451541
19.5,0.730443828
19.51,0.730436224
19.52,0.730428527
19.53,0.730420838
19.54,0.730413257
19.55,0.730405584
19.56,0.730398019
19.57,0.730390361
19.58,0.730382812
19.59,0.730375169
19.6,0.730367635
19.61,0.73036011
19.62,0.730352492
19.63,0.730344882
19.64,0.730337379
19.65,0.730329885
19.66,0.730322397
19.67,0.730314818
19.68,0.730307347
19.69,0.730299783
19.7,0.730292326
19.71,0.730284878
19.72,0.730277338
19.73,0.730269904
19.74,0.730262479
19.75,0.730255062
19.76,0.730247551
19.77,0.730240149
19.78,0.730232754
19.79,0.730225367
19.8,0.730217987
19.81,0.730210514
19.82,0.73020315
19.83,0.730195793
19.84,0.730188443
19.85,0.730181101
19.86,0.730173766
19.87,0.730166439
19.88,0.73015912
19.89,0.730151808
19.9,0.730144503
19.91,0.730137105
19.92,0.730129815
19.93,0.730122632
19.94,0.730115357
19.95,0.730108089
19.96,0.730100829
19.97,0.730093576
19.98,0.73008633
19.99,0.730079092
20,0.73007186
20.01,0.730064637
20.02,0.73005742
20.03,0.73005031
20.04,0.730043108
20.05,0.730035914
20.06,0.730028726
20.07,0.730021545
20.08,0.730014472
20.09,0.730007306
20.1,0.730000147
20.11,0.729992995
20.12,0.729985951
20.13,0.729978813
20.14,0.729971783
20.15,0.72996466
20.16,0.729957543
20.17,0.729950434
20.18,0.729943432
20.19,0.729936337
20.2,0.729929349
20.21,0.729922269
20.22,0.729915295
20.23,0.729908228
20.24,0.729901268
20.25,0.729894215
20.26,0.729887169
20.27,0.72988023
20.28,0.729873298
20.29,0.729866273
20.3,0.729859255
20.31,0.729852344
20.32,0.729845439
20.33,0.729838442
20.34,0.729831551
20.35,0.729824568
20.36,0.729817691
20.37,0.729810821
20.38,0.729803958
20.39,0.729797001
20.4,0.729790151
20.41,0.729783208
20.42,0.729776373
20.43,0.729769543
20.44,0.729762721
20.45,0.729755804
20.46,0.729748996
20.47,0.729742194
20.48,0.729735397
20.49,0.729728609
20.5,0.729721727
20.51,0.729714951
20.52,0.729708182
20.53,0.72970142
20.54,0.729694663
20.55,0.729687915
20.56,0.729681173
20.57,0.729674437
20.58,0.729667607
20.59,0.729660884
20.6,0.729654268
20.61,0.729647459
20.62,0.729640856
20.63,0.72963406
20.64,0.72962737
20.65,0.729620687
20.66,0.729614109
20.67,0.729607439
20.68,0.729600775
20.69,0.729594118
20.7,0.729587466
20.71,0.729580822
20.72,0.729574183
20.73,0.729567552
20.74,0.729560926
20.75,0.729554407
20.76,0.729547794
20.77,0.729541188
20.78,0.729534588
20.79,0.729527995
20.8,0.729521508
20.81,0.729514927
20.82,0.729508352
20.83,0.729501784
20.84,0.729495222
20.85,0.729488767
20.86,0.729482217
20.87,0.729475674
20.88,0.729469238
20.89,0.729462707
20.9,0.729456183
20.91,0.729449764
20.92,0.729443252
20.93,0.729436747
20.94,0.729430347
20.95,0.729423853
20.96,0.729417466
20.97,0.729410986
20.98,0.729404611
20.99,0.729398142
21,0.72939178
21.01,0.729385323
21.02,0.729378872
21.03,0.729372528
21.04,0.72936619
21.05,0.729359758
21.06,0.729353433
21.07,0.729347012
21.08,0.729340698
21.09,0.729334291
21.1,0.729327988
21.11,0.729321592
21.12,0.729315303
21.13,0.729309019
21.14,0.729302641
21.15,0.729296369
21.16,0.729290103
21.17,0.729283743
21.18,0.729277489
21.19,0.72927124
21.2,0.729264898
21.21,0.729258662
21.22,0.729252431
21.23,0.729246207
21.24,0.729239989
21.25,0.729233676
21.26,0.729227469
21.27,0.729221268
21.28,0.729215072
21.29,0.729208883
21.3,0.7292026
21.31,0.729196422
21.32,0.729190251
21.33,0.729184085
21.34,0.729177924
21.35,0.729171769
21.36,0.729165621
21.37,0.729159477
21.38,0.72915334
21.39,0.729147208
21.4,0.729140983
21.41,0.729134862
21.42,0.729128748
21.43,0.72912274
21.44,0.729116536
21.45,0.729110439
21.46,0.729104348
21.47,0.729098362
21.48,0.729092281
21.49,0.729086106
21.5,0.729080037
21.51,0.729074074
21.52,0.729068016
21.53,0.729061964
21.54,0.729055917
21.55,0.729049877
21.56,0.729043841
21.57,0.729037811
21.58,0.729031886
21.59,0.729025868
21.6,0.729019854
21.61,0.729013846
21.62,0.729007844
21.63,0.729001848
21.64,0.728995956
21.65,0.728989971
21.66,0.728983991
21.67,0.728978115
21.68,0.728972147
21.69,0.728966183
21.7,0.728960224
21.71,0.728954371
21.72,0.728948423
21.73,0.728942482
21.74,0.728936645
21.75,0.728930714
21.76,0.728924788
21.77,0.728918967
21.78,0.728913052
21.79,0.728907242
21.8,0.728901338
21.81,0.728895538
21.82,0.728889645
21.83,0.728883757
21.84,0.728877974
21.85,0.728872096
21.86,0.728866323
21.87,0.728860456
21.88,0.728854695
21.89,0.728848838
21.9,0.728843087
21.91,0.728837241
21.92,0.7288315
21.93,0.728825664
21.94,0.728819935
21.95,0.728814209
21.96,0.72880839
21.97,0.728802575
21.98,0.728796866
21.99,0.728791161
22,0.728785362
22.01,0.728779668
22.02,0.72877398
22.03,0.728768196
22.04,0.728762517
22.05,0.728756845
22.06,0.728751177
22.07,0.728745413
22.08,0.728739756
22.09,0.728734102
22.1,0.728728355
22.11,0.728722713
22.12,0.728717075
22.13,0.728711443
22.14,0.728705715
22.15,0.728700094
22.16,0.728694476
22.17,0.728688865
22.18,0.728683157
22.19,0.728677555
22.2,0.728671958
22.21,0.728666366
22.22,0.728660779
22.23,0.728655197
22.24,0.728649619
22.25,0.728644048
22.26,0.728638381
22.27,0.728632818
22.28,0.728627261
22.29,0.728621709
22.3,0.728616162
22.31,0.72861062
22.32,0.728605082
22.33,0.72859955
22.34,0.728594022
22.35,0.7285885
22.36,0.728582982
22.37,0.728577468
22.38,0.728571961
22.39,0.728566458
22.4,0.728560959
22.41,0.728555465
22.42,0.728549977
22.43,0.728544494
22.44,0.728539014
22.45,0.728533541
22.46,0.728528071
22.47,0.728522706
22.48,0.728517248
22.49,0.728511793
22.5,0.728506342
22.51,0.728500897
22.52,0.728495456
22.53,0.72849002
22.54,0.72848459
22.55,0.728479263
22.56,0.728473842
22.57,0.728468425
22.58,0.728463013
22.59,0.728457605
22.6,0.728452303
22.61,0.728446904
22.62,0.728441512
22.63,0.728436223
22.64,0.72843084
22.65,0.728425461
22.66,0.728420085
22.67,0.728414816
22.68,0.72840945
22.69,0.72840409
22.7,0.728398834
22.71,0.728393483
22.72,0.728388135
22.73,0.728382894
22.74,0.728377556
22.75,0.728372223
22.76,0.728366995
22.77,0.728361671
22.78,0.728356452
22.79,0.728351137
22.8,0.728345828
22.81,0.728340623
22.82,0.728335421
22.83,0.728330126
22.84,0.728324834
22.85,0.728319646
22.86,0.728314364
22.87,0.728309186
22.88,0.728303912
22.89,0.728298742
22.9,0.728293477
22.91,0.728288317
22.92,0.728283062
22.93,0.72827791
22.94,0.728272664
22.95,0.728267521
22.96,0.728262384
22.97,0.72825715
22.98,0.728252022
22.99,0.728246796
23,0.728241676
23.01,0.72823656
23.02,0.72823135
23.03,0.728226242
23.04,0.72822104
23.05,0.728215942
23.06,0.728210848
23.07,0.728205659
23.08,0.728200573
23.09,0.728195493
23.1,0.728190417
23.11,0.728185245
23.12,0.728180177
23.13,0.728175114
23.14,0.728170055
23.15,0.728164901
23.16,0.72815985
23.17,0.728154804
23.18,0.728149762
23.19,0.728144625
23.2,0.728139592
23.21,0.728134563
23.22,0.728129539
23.23,0.728124518
23.24,0.728119403
23.25,0.728114391
23.26,0.728109384
23.27,0.72810438
23.28,0.728099381
23.29,0.728094386
23.3,0.728089396
23.31,0.728084309
23.32,0.728079328
23.33,0.72807435
23.34,0.728069376
23.35,0.728064407
23.36,0.728059441
23.37,0.728054479
23.38,0.728049523
23.39,0.72804457
23.4,0.728039621
23.41,0.728034677
23.42,0.728029736
23.43,0.7280248
23.44,0.728019868
23.45,0.72801494
23.46,0.728010016
23.47,0.728005096
23.48,0.728000181
23.49,0.727995269
23.5,0.727990362
23.51,0.727985459
23.52,0.727980559
23.53,0.727975665
23.54,0.727970774
23.55,0.727965887
23.56,0.727961004
23.57,0.727956225
23.58,0.727951349
23.59,0.727946479
23.6,0.727941612
23.61,0.727936749
23.62,0.72793189
23.63,0.727927136
23.64,0.727922286
23.65,0.727917438
23.66,0.727912596
23.67,0.727907757
23.68,0.727903023
23.69,0.727898091
23.7,0.727893365
23.71,0.727888542
23.72,0.727883723
23.73,0.727879009
23.74,0.727874197
23.75,0.72786939
23.76,0.727864588
23.77,0.727859889
23.78,0.727855094
23.79,0.727850302
23.8,0.727845515
23.81,0.727840831
23.82,0.727836053
23.83,0.727831377
23.84,0.727826605
23.85,0.727821837
23.86,0.727817173
23.87,0.727812413
23.88,0.727807657
23.89,0.727803005
23.9,0.727798256
23.91,0.727793611
23.92,0.727788871
23.93,0.727784134
23.94,0.727779501
23.95,0.727774771
23.96,0.727770146
23.97,0.727765425
23.98,0.727760707
23.99,0.727756092
24,0.727751382
24.01,0.727746776
24.02,0.727742173
24.03,0.727737475
24.04,0.727732779
24.05,0.727728188
24.06,0.727723501
24.07,0.727718917
24.08,0.727714237
24.09,0.727709661
24.1,0.727705088
24.11,0.727700419
24.12,0.727695855
24.13,0.727691194
24.14,0.727686636
24.15,0.727681982
24.16,0.727677432
24.17,0.727672785
24.18,0.727668243
24.19,0.727663704
24.2,0.727659068
24.21,0.727654537
24.22,0.727650008
24.23,0.727645384
24.24,0.727640864
24.25,0.727636347
24.26,0.727631733
24.27,0.727627224
24.28,0.727622717
24.29,0.727618115
24.3,0.727613617
24.31,0.727609122
24.32,0.72760453
24.33,0.727600043
24.34,0.727595558
24.35,0.727591077
24.36,0.7275866
24.37,0.727582027
24.38,0.727577558
24.39,0.727573091
24.4,0.727568628
24.41,0.727564069
24.42,0.727559614
24.43,0.727555162
24.44,0.727550713
24.45,0.727546268
24.46,0.727541727
24.47,0.727537289
24.48,0.727532855
24.49,0.727528424
24.5,0.727523998
24.51,0.727519474
24.52,0.727515053
24.53,0.727510637
24.54,0.727506224
24.55,0.727501814
24.56,0.727497409
24.57,0.727493006
24.58,0.727488607
24.59,0.727484212
24.6,0.72747972
24.61,0.727475331
24.62,0.727470946
24.63,0.727466664
24.64,0.727462186
24.65,0.727457812
24.66,0.72745344
24.67,0.727449072
24.68,0.727444707
24.69,0.727440347
24.7,0.727435989
24.71,0.727431635
24.72,0.727427285
24.73,0.727422937
24.74,0.727418594
24.75,0.727414253
24.76,0.727409915
24.77,0.727405582
24.78,0.727401352
24.79,0.727397025
24.8,0.727392601
24.81,0.727388382
24.82,0.727384065
24.83,0.727379751
24.84,0.727375442
24.85,0.727371135
24.86,0.727366831
24.87,0.727362532
24.88,0.727358335
24.89,0.727353942
24.9,0.727349752
24.91,0.727345465
24.92,0.727341182
24.93,0.727336902
24.94,0.727332625
24.95,0.727328352
24.96,0.727324182
24.97,0.727319915
24.98,0.727315652
24.99,0.727311391
25,0.727307135
0.01,0.532643218
0.02,0.54120515
0.03,0.557696249
0.04,0.564265064
0.05,0.567068392
0.06,0.568185218
0.07,0.568461221
0.08,0.568289448
0.09,0.567870444
0.1,0.56731364
0.11,0.566681737
0.12,0.566011958
0.13,0.565326943
0.14,0.564640655
0.15,0.563961749
0.16,0.563295543
0.17,0.562645214
0.18,0.56201256
0.19,0.561398473
0.2,0.560803249
0.21,0.560226798
0.22,0.559668779
0.23,0.559128689
0.24,0.558605931
0.25,0.558099855
0.26,0.558135995
0.27,0.558187296
0.28,0.55825325
0.29,0.558333367
0.3,0.558426673
0.31,0.558532906
0.32,0.55865115
0.33,0.558781004
0.34,0.558922124
0.35,0.55907367
0.36,0.559235514
0.37,0.559406866
0.38,0.559587487
0.39,0.55977713
0.4,0.559975087
0.41,0.560181343
0.42,0.56039523
0.43,0.560616583
0.44,0.560845119
0.45,0.561080704
0.46,0.56132274
0.47,0.56157131
0.48,0.561825832
0.49,0.562086255
0.5,0.562352506
0.51,0.562624071
0.52,0.562901069
0.53,0.563182982
0.54,0.563469809
0.55,0.563761528
0.56,0.564057669
0.57,0.564358232
0.58,0.564663227
0.59,0.564972203
0.6,0.565285338
0.61,0.56655419
0.62,0.567792675
0.63,0.569034953
0.64,0.570280602
0.65,0.571529671
0.66,0.572782052
0.67,0.574037658
0.68,0.575296547
0.69,0.576558316
0.7,0.577823034
0.71,0.579090614
0.72,0.580360987
0.73,0.581634066
0.74,0.582909948
0.75,0.584188235
0.76,0.585469016
0.77,0.586752235
0.78,0.588037823
0.79,0.589325879
0.8,0.590616027
0.81,0.591908365
0.82,0.593202846
0.83,0.594499577
0.84,0.595798177
0.85,0.597098769
0.86,0.598401297
0.87,0.599705723
0.88,0.601012161
0.89,0.60232024
0.9,0.603630088
0.91,0.608202385
0.92,0.620736317
0.93,0.652863784
0.94,0.698613559
0.95,0.744363334
0.96,0.790113109
0.97,0.835862884
0.98,0.881612659
0.99,0.927362434
1,0.973112209
1.01,1.018861984
1.02,1.064611759
1.03,1.110361534
1.04,1.156111309
1.05,1.201861084
1.06,1.204400946
1.07,1.207121929
1.08,1.21001128
1.09,1.213059607
1.1,1.216259611
1.11,1.219604927
1.12,1.223090905
1.13,1.226713189
1.14,1.230468138
1.15,1.234352898
1.16,1.237472586
1.17,1.240688022
1.18,1.244030177
1.19,1.247207363
1.2,1.249753118
1.21,1.252430281
1.22,1.255237664
1.23,1.258173848
1.24,1.261238381
1.25,1.264430179
1.26,1.26316643
1.27,1.261145161
1.28,1.259181516
1.29,1.257270524
1.3,1.255407362
1.31,1.253598617
1.32,1.251832174
1.33,1.250102482
1.34,1.24840605
1.35,1.246740452
1.36,1.24510304
1.37,1.243491548
1.38,1.24190387
1.39,1.240338125
1.4,1.238792362
1.41,1.237265037
1.42,1.23575466
1.43,1.234259755
1.44,1.232779122
1.45,1.231311591
1.46,1.229855827
1.47,1.228410922
1.48,1.22697612
1.49,1.225550225
1.5,1.224132491
1.51,1.222722378
1.52,1.221318842
1.53,1.219921519
1.54,1.218530434
1.55,1.217145392
1.56,1.215764757
1.57,1.214388278
1.58,1.213015303
1.59,1.211645484
1.6,1.2102784
1.61,1.208913759
1.62,1.207551204
1.63,1.206190487
1.64,1.204831184
1.65,1.203473115
1.66,1.202116093
1.67,1.200759754
1.68,1.199404072
1.69,1.198048806
1.7,1.196693649
1.71,1.195338607
1.72,1.193983501
1.73,1.192628246
1.74,1.191272693
1.75,1.189916885
1.76,1.18856039
1.77,1.187203367
1.78,1.185845806
1.79,1.184487479
1.8,1.183128299
1.81,1.181768549
1.82,1.180407935
1.83,1.179046485
1.84,1.177684102
1.85,1.176002623
1.86,1.174191594
1.87,1.172386517
1.88,1.17058714
1.89,1.168793396
1.9,1.167005234
1.91,1.165222299
1.92,1.163444731
1.93,1.161672293
1.94,1.159904826
1.95,1.158134982
1.96,1.156365919
1.97,1.154601496
1.98,1.152841575
1.99,1.151086023
2,1.149334716
2.01,1.147878261
2.02,1.146417018
2.03,1.144960704
2.04,1.143509014
2.05,1.142062024
2.06,1.140619643
2.07,1.139181953
2.08,1.137748953
2.09,1.136320611
2.1,1.134896738
2.11,1.13347751
2.12,1.132062807
2.13,1.130652632
2.14,1.129247062
2.15,1.127845879
2.16,1.126449259
2.17,1.125057196
2.18,1.123669466
2.19,1.122286343
2.2,1.120907608
2.21,1.119533333
2.22,1.118163491
2.23,1.116798172
2.24,1.115437129
2.25,1.114080643
2.26,1.112728484
2.27,1.111380611
2.28,1.110037293
2.29,1.108698305
2.3,1.107363697
2.31,1.106033336
2.32,1.104707589
2.33,1.103386007
2.34,1.102068649
2.35,1.100755778
2.36,1.099447238
2.37,1.098142888
2.38,1.096842887
2.39,1.095547266
2.4,1.094255699
2.41,1.092968509
2.42,1.091685559
2.43,1.090406885
2.44,1.08913243
2.45,1.087862145
2.46,1.086595956
2.47,1.085334113
2.48,1.084076358
2.49,1.082822811
2.5,1.081573315
2.51,1.08032801
2.52,1.079086615
2.53,1.07784947
2.54,1.076616407
2.55,1.075387243
2.56,1.074162113
2.57,1.07294114
2.58,1.07172405
2.59,1.070510865
2.6,1.069301609
2.61,1.068096399
2.62,1.066894953
2.63,1.065697495
2.64,1.064503748
2.65,1.063313805
2.66,1.062127698
2.67,1.060945343
2.68,1.059766747
2.69,1.058592024
2.7,1.057420778
2.71,1.056253125
2.72,1.055089266
2.73,1.053929022
2.74,1.052772175
2.75,1.051618957
2.76,1.050469255
2.77,1.049322984
2.78,1.048180132
2.79,1.04704072
2.8,1.045904721
2.81,1.044772062
2.82,1.043642618
2.83,1.042516494
2.84,1.041393604
2.85,1.040274023
2.86,1.039157458
2.87,1.038043542
2.88,1.036932194
2.89,1.035823837
2.9,1.034718485
2.91,1.033616209
2.92,1.032516774
2.93,1.031420271
2.94,1.030326597
2.95,1.029235786
2.96,1.028147755
